Issue key,Issue id,Status,Created,Updated,Assignee,Creator,Description,Summary
DEMO-786,11691,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-785,11689,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-784,11688,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-783,11690,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-782,11687,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-781,11686,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-780,11685,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-779,11684,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-778,11683,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-777,11682,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-776,11681,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-775,11680,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-774,11679,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-773,11678,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-772,11677,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-771,11676,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-770,11675,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-769,11674,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-768,11673,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-767,11672,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-766,11671,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-765,11670,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-764,11669,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-763,11668,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-762,11667,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-761,11665,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-760,11666,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-759,11664,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-758,11663,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-757,11662,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-756,11661,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-755,11660,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-754,11659,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-753,11658,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-752,11657,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-751,11656,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-750,11655,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-749,11654,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-748,11653,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-747,11652,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-746,11651,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-745,11650,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-744,11649,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-743,11648,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-742,11647,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-741,11646,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-740,11645,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-739,11644,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-738,11643,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-737,11641,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-736,11642,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-735,11640,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-734,11639,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-733,11638,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-732,11637,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-731,11635,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-730,11636,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-729,11634,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-728,11633,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-727,11632,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-726,11631,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-725,11630,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-724,11629,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-723,11628,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-722,11627,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-721,11625,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-720,11626,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-719,11624,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-718,11623,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-717,11622,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-716,11621,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-715,11620,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-714,11619,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-713,11617,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-712,11618,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-711,11616,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-710,11615,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-709,11614,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-708,11613,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-707,11612,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-706,11611,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-705,11610,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-704,11609,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-703,11608,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-702,11607,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-701,11605,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-700,11604,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-699,11606,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-698,11603,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-697,11602,Backlog,07/Jun/18 3:11 PM,07/Jun/18 3:11 PM,,jiraadmin,Descript,MikeDemo2
DEMO-696,11601,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-695,11600,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-694,11599,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-693,11598,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-692,11597,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-691,11596,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-690,11595,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-689,11594,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-688,11593,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-687,11592,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-686,11591,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-685,11590,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-684,11589,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-683,11588,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-682,11587,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-681,11585,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-680,11586,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-679,11584,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-678,11583,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-677,11582,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-676,11581,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-675,11580,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-674,11579,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-673,11578,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-672,11576,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-671,11575,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-670,11574,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-669,11577,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-668,11573,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-667,11572,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-666,11571,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-665,11570,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-664,11568,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-663,11569,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-662,11567,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-661,11566,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-660,11565,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-659,11563,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-658,11564,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-657,11562,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-656,11561,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-655,11560,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-654,11559,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-653,11558,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-652,11557,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-651,11556,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-650,11555,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-649,11554,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-648,11553,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-647,11552,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-646,11550,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-645,11551,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-644,11549,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-643,11548,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-642,11547,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-641,11545,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-640,11546,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-639,11544,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-638,11543,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-637,11542,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-636,11541,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-635,11540,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-634,11539,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-633,11538,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-632,11537,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-631,11536,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-630,11534,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-629,11535,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-628,11532,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-627,11533,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-626,11531,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-625,11530,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-624,11529,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-623,11528,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-622,11527,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-621,11526,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-620,11525,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-619,11524,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-618,11523,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-617,11522,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-616,11521,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-615,11520,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-614,11519,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-613,11518,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-612,11517,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-611,11516,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-610,11515,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-609,11514,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-608,11513,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-607,11512,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-606,11511,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-605,11510,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-604,11509,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-603,11508,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-602,11507,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-601,11506,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-600,11505,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-599,11504,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-598,11502,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-597,11503,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-596,11501,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-595,11500,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-594,11399,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-593,11398,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-592,11397,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-591,11396,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-590,11395,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-589,11394,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-588,11393,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-587,11392,Backlog,07/Jun/18 3:10 PM,07/Jun/18 3:10 PM,,jiraadmin,Descript,MikeDemo2
DEMO-586,11391,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-585,11387,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-584,11386,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-583,11385,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-582,11389,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-581,11384,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-580,11388,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-579,11390,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-578,11383,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-577,11382,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-576,11381,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-575,11380,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-574,11379,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
DEMO-573,11378,Backlog,07/Jun/18 3:09 PM,07/Jun/18 3:09 PM,,jiraadmin,Descript,MikeDemo2
